CMTE_ID,IPTHREE_ID,IPTHREE_NAME,TRANSACTION_AMT,CAND_ID,CAND_NAME,PTY,Month,Day,Year,OFFICE
0,19,10.59.223,1664,76,10.31.68.77,REP,,,,H
0,19,10.59.223,1623,77,10.31.68.107,REP,,,,H
0,19,10.59.223,1614,78,10.31.68.242,REP,,,,H
0,19,10.59.223,1576,79,10.31.68.103,REP,,,,H
0,19,10.59.223,1261,82,10.32.170.99,REP,,,,H
0,19,10.59.223,1177,85,10.37.125.90,REP,,,,H
0,19,10.59.223,1092,86,10.37.125.187,REP,,,,H
0,19,10.59.223,966,87,10.34.38.92,REP,,,,H
0,19,10.59.223,965,88,10.34.38.202,REP,,,,H
0,19,10.59.223,932,89,10.28.15.69,REP,,,,H
0,19,10.59.223,884,92,10.34.38.206,REP,,,,H
0,19,10.59.223,853,95,10.28.15.63,REP,,,,H
0,19,10.59.223,852,96,10.28.15.95,REP,,,,H
0,19,10.59.223,837,97,10.37.125.13,REP,,,,H
0,19,10.59.223,778,99,10.28.15.22,REP,,,,H
0,19,10.59.223,202,104,10.59.137.214,REP,,,,H
0,19,10.59.223,273,105,10.59.137.117,REP,,,,H
0,19,10.59.223,25,106,10.59.223.142,REP,,,,H
0,19,10.59.223,6,109,10.17.181.141,REP,,,,H
0,19,10.59.223,53,127,10.59.88.194,REP,,,,H
0,19,10.59.223,743,140,10.28.15.140,REP,,,,H
0,23,10.59.231,1,6,10.59.22.82,REP,,,,H
0,23,10.59.231,1,16,10.59.174.62,REP,,,,H
0,23,10.59.231,100,19,10.59.207.218,REP,,,,H
0,23,10.59.231,19,34,10.24.32.70,REP,,,,H
0,23,10.59.231,1,41,10.65.117.184,REP,,,,H
0,23,10.59.231,236,42,10.41.11.98,REP,,,,H
0,23,10.59.231,1,70,10.42.99.20,REP,,,,H
0,23,10.59.231,5,80,10.59.137.52,REP,,,,H
0,23,10.59.231,1,83,10.41.153.124,REP,,,,H
0,23,10.59.231,116,84,10.62.35.233,REP,,,,H
0,23,10.59.231,1,98,10.41.80.139,REP,,,,H
0,23,10.59.231,1,109,10.17.181.141,REP,,,,H
0,23,10.59.231,3,116,10.59.126.7,REP,,,,H
0,23,10.59.231,1,138,10.65.221.124,REP,,,,H
0,23,10.59.231,1,139,10.41.56.60,REP,,,,H
0,23,10.59.231,1,141,10.59.137.248,REP,,,,H
0,24,10.59.137,3583,2,10.59.223.26,REP,,,,H
0,24,10.59.137,1092,3,10.59.223.66,REP,,,,H
0,24,10.59.137,34837,4,10.24.47.157,REP,,,,H
0,24,10.59.137,11005,18,10.59.137.255,REP,,,,H
0,24,10.59.137,2,21,10.59.223.172,REP,,,,H
0,24,10.59.137,26,32,10.59.45.122,REP,,,,H
0,24,10.59.137,296,34,10.24.32.70,REP,,,,H
0,24,10.59.137,3418,43,10.19.240.213,REP,,,,H
0,24,10.59.137,1,47,10.59.223.186,REP,,,,H
0,24,10.59.137,385,68,10.30.172.236,REP,,,,H
0,24,10.59.137,1,112,10.59.137.72,REP,,,,H
0,24,10.59.137,1,127,10.59.88.194,REP,,,,H
0,52,10.59.179,5907,29,10.41.242.201,REP,,,,H
0,52,10.59.179,1017,43,10.19.240.213,REP,,,,H
0,52,10.59.179,2448,65,10.45.91.75,REP,,,,H
0,52,10.59.179,874,93,10.41.242.118,REP,,,,H
0,54,10.59.34,521,28,10.59.88.121,REP,,,,H
0,56,10.59.255,9,107,10.76.90.35,REP,,,,H
0,62,10.59.146,3227,0,10.26.52.169,REP,,,,H
0,62,10.59.146,23,43,10.19.240.213,REP,,,,H
0,64,10.59.22,4,110,10.45.32.237,REP,,,,H
0,74,10.59.126,61,115,10.59.126.220,REP,,,,H
0,77,10.59.253,1,33,10.65.221.150,REP,,,,H
0,77,10.59.253,2,42,10.41.11.98,REP,,,,H
0,77,10.59.253,2,56,10.46.24.248,REP,,,,H
0,77,10.59.253,1,57,10.34.143.65,REP,,,,H
0,77,10.59.253,1,60,10.28.196.177,REP,,,,H
0,77,10.59.253,62,84,10.62.35.233,REP,,,,H
0,77,10.59.253,1,98,10.41.80.139,REP,,,,H
0,77,10.59.253,1,101,10.42.244.94,REP,,,,H
0,77,10.59.253,272,120,10.59.20.203,REP,,,,H
0,77,10.59.253,327,121,10.59.20.39,REP,,,,H
0,77,10.59.253,282,122,10.59.20.74,REP,,,,H
0,77,10.59.253,295,123,10.59.20.92,REP,,,,H
0,77,10.59.253,273,124,10.59.20.136,REP,,,,H
0,77,10.59.253,266,125,10.59.20.51,REP,,,,H
0,77,10.59.253,237,128,10.59.20.191,REP,,,,H
0,77,10.59.253,280,129,10.59.20.14,REP,,,,H
0,83,10.59.216,621,43,10.19.240.213,REP,,,,H
0,110,10.59.181,69,25,10.59.253.170,REP,,,,H
0,110,10.59.181,8,101,10.42.244.94,REP,,,,H
0,110,10.59.181,48,103,10.59.180.205,REP,,,,H
0,114,10.59.36,34,131,10.59.216.118,REP,,,,H
0,114,10.59.36,47,133,10.59.81.157,REP,,,,H
0,114,10.59.36,29,135,10.59.81.121,REP,,,,H
0,182,10.59.20,54,48,10.59.253.157,REP,,,,H
0,187,10.59.81,36,50,10.99.216.254,REP,,,,H
0,187,10.59.81,17,53,10.59.216.254,REP,,,,H
0,187,10.59.81,28,71,10.99.216.132,REP,,,,H
0,190,10.59.215,13,43,10.19.240.213,REP,,,,H
0,240,10.59.148,13,50,10.99.216.254,REP,,,,H
0,240,10.59.148,4,53,10.59.216.254,REP,,,,H
0,240,10.59.148,12,71,10.99.216.132,REP,,,,H
1,2,10.66.245,1,3,10.59.223.66,REP,,,,H
1,2,10.66.245,348,5,10.59.81.213,REP,,,,H
1,2,10.66.245,56,27,10.59.253.48,REP,,,,H
1,2,10.66.245,1,32,10.59.45.122,REP,,,,H
1,2,10.66.245,12,48,10.59.253.157,REP,,,,H
1,2,10.66.245,22,49,10.59.253.30,REP,,,,H
1,2,10.66.245,54,50,10.99.216.254,REP,,,,H
1,2,10.66.245,33,53,10.59.216.254,REP,,,,H
1,2,10.66.245,2,54,10.16.249.62,REP,,,,H
1,2,10.66.245,15,71,10.99.216.132,REP,,,,H
1,2,10.66.245,68,73,10.41.18.35,REP,,,,H
1,2,10.66.245,3,126,10.59.253.115,REP,,,,H
1,2,10.66.245,4,130,10.59.253.128,REP,,,,H
1,2,10.66.245,1,132,10.59.81.129,REP,,,,H
1,2,10.66.245,6,136,10.59.58.228,REP,,,,H
1,2,10.66.245,1,139,10.41.56.60,REP,,,,H
1,4,10.66.115,982,5,10.59.81.213,REP,,,,H
1,4,10.66.115,1,19,10.59.207.218,REP,,,,H
1,4,10.66.115,152,25,10.59.253.170,REP,,,,H
1,4,10.66.115,215,27,10.59.253.48,REP,,,,H
1,4,10.66.115,1,32,10.59.45.122,REP,,,,H
1,4,10.66.115,53,48,10.59.253.157,REP,,,,H
1,4,10.66.115,90,49,10.59.253.30,REP,,,,H
1,4,10.66.115,151,50,10.99.216.254,REP,,,,H
1,4,10.66.115,4,52,10.16.249.11,REP,,,,H
1,4,10.66.115,70,53,10.59.216.254,REP,,,,H
1,4,10.66.115,13,54,10.16.249.62,REP,,,,H
1,4,10.66.115,6,67,10.59.81.227,REP,,,,H
1,4,10.66.115,48,71,10.99.216.132,REP,,,,H
1,4,10.66.115,7,73,10.41.18.35,REP,,,,H
1,4,10.66.115,2,117,10.59.253.102,REP,,,,H
1,4,10.66.115,2,126,10.59.253.115,REP,,,,H
1,4,10.66.115,2,130,10.59.253.128,REP,,,,H
1,4,10.66.115,1,139,10.41.56.60,REP,,,,H
1,5,10.66.36,493,5,10.59.81.213,REP,,,,H
1,5,10.66.36,1,19,10.59.207.218,REP,,,,H
1,5,10.66.36,2,25,10.59.253.170,REP,,,,H
1,5,10.66.36,99,27,10.59.253.48,REP,,,,H
1,5,10.66.36,22,48,10.59.253.157,REP,,,,H
1,5,10.66.36,45,49,10.59.253.30,REP,,,,H
1,5,10.66.36,113,50,10.99.216.254,REP,,,,H
1,5,10.66.36,33,53,10.59.216.254,REP,,,,H
1,5,10.66.36,7,71,10.99.216.132,REP,,,,H
1,5,10.66.36,18,81,10.59.126.199,REP,,,,H
1,5,10.66.36,1,115,10.59.126.220,REP,,,,H
1,5,10.66.36,2,117,10.59.253.102,REP,,,,H
1,5,10.66.36,14,118,10.59.180.143,REP,,,,H
1,5,10.66.36,11,126,10.59.253.115,REP,,,,H
1,5,10.66.36,1,130,10.59.253.128,REP,,,,H
1,6,10.66.187,1036,5,10.59.81.213,REP,,,,H
1,6,10.66.187,2,21,10.59.223.172,REP,,,,H
1,6,10.66.187,5,25,10.59.253.170,REP,,,,H
1,6,10.66.187,210,27,10.59.253.48,REP,,,,H
1,6,10.66.187,5,47,10.59.223.186,REP,,,,H
1,6,10.66.187,217,48,10.59.253.157,REP,,,,H
1,6,10.66.187,95,49,10.59.253.30,REP,,,,H
1,6,10.66.187,129,50,10.99.216.254,REP,,,,H
1,6,10.66.187,69,53,10.59.216.254,REP,,,,H
1,6,10.66.187,1,54,10.16.249.62,REP,,,,H
1,6,10.66.187,59,67,10.59.81.227,REP,,,,H
1,6,10.66.187,4,68,10.30.172.236,REP,,,,H
1,6,10.66.187,61,71,10.99.216.132,REP,,,,H
1,6,10.66.187,9,117,10.59.253.102,REP,,,,H
1,6,10.66.187,4,126,10.59.253.115,REP,,,,H
1,6,10.66.187,5,130,10.59.253.128,REP,,,,H
1,6,10.66.187,2,132,10.59.81.129,REP,,,,H
1,8,10.66.146,170,3,10.59.223.66,REP,,,,H
1,8,10.66.146,620,5,10.59.81.213,REP,,,,H
1,8,10.66.146,1,9,10.59.223.31,REP,,,,H
1,8,10.66.146,653,21,10.59.223.172,REP,,,,H
1,8,10.66.146,124,25,10.59.253.170,REP,,,,H
1,8,10.66.146,111,27,10.59.253.48,REP,,,,H
1,8,10.66.146,31,48,10.59.253.157,REP,,,,H
1,8,10.66.146,67,49,10.59.253.30,REP,,,,H
1,8,10.66.146,86,50,10.99.216.254,REP,,,,H
1,8,10.66.146,1,51,10.59.223.59,REP,,,,H
1,8,10.66.146,4,52,10.16.249.11,REP,,,,H
1,8,10.66.146,43,53,10.59.216.254,REP,,,,H
1,8,10.66.146,14,54,10.16.249.62,REP,,,,H
1,8,10.66.146,13,67,10.59.81.227,REP,,,,H
1,8,10.66.146,18,71,10.99.216.132,REP,,,,H
1,8,10.66.146,1,112,10.59.137.72,REP,,,,H
1,8,10.66.146,1,113,10.66.146.208,REP,,,,H
1,8,10.66.146,6,126,10.59.253.115,REP,,,,H
1,8,10.66.146,43,127,10.59.88.194,REP,,,,H
1,8,10.66.146,1,130,10.59.253.128,REP,,,,H
1,8,10.66.146,1,132,10.59.81.129,REP,,,,H
1,8,10.66.146,2,141,10.59.137.248,REP,,,,H
1,9,10.66.4,532,5,10.59.81.213,REP,,,,H
1,9,10.66.4,247,25,10.59.253.170,REP,,,,H
1,9,10.66.4,102,27,10.59.253.48,REP,,,,H
1,9,10.66.4,4,32,10.59.45.122,REP,,,,H
1,9,10.66.4,31,48,10.59.253.157,REP,,,,H
1,9,10.66.4,47,49,10.59.253.30,REP,,,,H
1,9,10.66.4,124,50,10.99.216.254,REP,,,,H
1,9,10.66.4,111,53,10.59.216.254,REP,,,,H
1,9,10.66.4,14,67,10.59.81.227,REP,,,,H
1,9,10.66.4,65,71,10.99.216.132,REP,,,,H
1,9,10.66.4,1,73,10.41.18.35,REP,,,,H
1,9,10.66.4,4,80,10.59.137.52,REP,,,,H
1,9,10.66.4,3,112,10.59.137.72,REP,,,,H
1,9,10.66.4,1,117,10.59.253.102,REP,,,,H
1,9,10.66.4,1,126,10.59.253.115,REP,,,,H
1,9,10.66.4,23,127,10.59.88.194,REP,,,,H
1,9,10.66.4,295,134,10.14.141.122,REP,,,,H
1,11,10.66.148,755,5,10.59.81.213,REP,,,,H
1,11,10.66.148,43,10,10.59.253.58,REP,,,,H
1,11,10.66.148,71,25,10.59.253.170,REP,,,,H
1,11,10.66.148,125,27,10.59.253.48,REP,,,,H
1,11,10.66.148,64,48,10.59.253.157,REP,,,,H
1,11,10.66.148,77,49,10.59.253.30,REP,,,,H
1,11,10.66.148,161,50,10.99.216.254,REP,,,,H
1,11,10.66.148,58,53,10.59.216.254,REP,,,,H
1,11,10.66.148,39,67,10.59.81.227,REP,,,,H
1,11,10.66.148,47,71,10.99.216.132,REP,,,,H
1,11,10.66.148,1218,73,10.41.18.35,REP,,,,H
1,11,10.66.148,170,91,10.59.81.153,REP,,,,H
1,11,10.66.148,1,117,10.59.253.102,REP,,,,H
1,11,10.66.148,2,126,10.59.253.115,REP,,,,H
1,11,10.66.148,3,130,10.59.253.128,REP,,,,H
1,15,10.66.162,7081,20,10.41.27.230,REP,,,,H
1,15,10.66.162,1325,81,10.59.126.199,REP,,,,H
1,16,10.66.142,760,5,10.59.81.213,REP,,,,H
1,16,10.66.142,44,50,10.99.216.254,REP,,,,H
1,16,10.66.142,72,53,10.59.216.254,REP,,,,H
1,16,10.66.142,66,71,10.99.216.132,REP,,,,H
1,18,10.66.131,1173,5,10.59.81.213,REP,,,,H
1,18,10.66.131,196,27,10.59.253.48,REP,,,,H
1,18,10.66.131,5894,31,10.19.172.148,REP,,,,H
1,18,10.66.131,94,48,10.59.253.157,REP,,,,H
1,18,10.66.131,131,49,10.59.253.30,REP,,,,H
1,18,10.66.131,230,50,10.99.216.254,REP,,,,H
1,18,10.66.131,303,53,10.59.216.254,REP,,,,H
1,18,10.66.131,2,54,10.16.249.62,REP,,,,H
1,18,10.66.131,1,67,10.59.81.227,REP,,,,H
1,18,10.66.131,177,71,10.99.216.132,REP,,,,H
1,18,10.66.131,3,126,10.59.253.115,REP,,,,H
1,18,10.66.131,2,130,10.59.253.128,REP,,,,H
1,20,10.66.167,74,5,10.59.81.213,REP,,,,H
1,20,10.66.167,53,25,10.59.253.170,REP,,,,H
1,20,10.66.167,17,27,10.59.253.48,REP,,,,H
1,20,10.66.167,6,28,10.59.88.121,REP,,,,H
1,20,10.66.167,23,48,10.59.253.157,REP,,,,H
1,20,10.66.167,16,49,10.59.253.30,REP,,,,H
1,20,10.66.167,104,50,10.99.216.254,REP,,,,H
1,20,10.66.167,73,53,10.59.216.254,REP,,,,H
1,20,10.66.167,9,67,10.59.81.227,REP,,,,H
1,20,10.66.167,27,71,10.99.216.132,REP,,,,H
1,20,10.66.167,9,73,10.41.18.35,REP,,,,H
1,20,10.66.167,6,117,10.59.253.102,REP,,,,H
1,20,10.66.167,5,126,10.59.253.115,REP,,,,H
1,20,10.66.167,3,130,10.59.253.128,REP,,,,H
1,20,10.66.167,1,132,10.59.81.129,REP,,,,H
1,20,10.66.167,122,142,10.59.240.194,REP,,,,H
1,21,10.66.26,631,5,10.59.81.213,REP,,,,H
1,21,10.66.26,116,27,10.59.253.48,REP,,,,H
1,21,10.66.26,29,47,10.59.223.186,REP,,,,H
1,21,10.66.26,37,48,10.59.253.157,REP,,,,H
1,21,10.66.26,55,49,10.59.253.30,REP,,,,H
1,21,10.66.26,75,50,10.99.216.254,REP,,,,H
1,21,10.66.26,55,53,10.59.216.254,REP,,,,H
1,21,10.66.26,6,67,10.59.81.227,REP,,,,H
1,21,10.66.26,27,71,10.99.216.132,REP,,,,H
1,21,10.66.26,2,117,10.59.253.102,REP,,,,H
1,27,10.66.195,80,5,10.59.81.213,REP,,,,H
1,27,10.66.195,7,25,10.59.253.170,REP,,,,H
1,27,10.66.195,14,27,10.59.253.48,REP,,,,H
1,27,10.66.195,25,48,10.59.253.157,REP,,,,H
1,27,10.66.195,7,49,10.59.253.30,REP,,,,H
1,27,10.66.195,16,50,10.99.216.254,REP,,,,H
1,27,10.66.195,10,53,10.59.216.254,REP,,,,H
1,28,10.66.249,365,5,10.59.81.213,REP,,,,H
1,28,10.66.249,6,25,10.59.253.170,REP,,,,H
1,28,10.66.249,60,27,10.59.253.48,REP,,,,H
1,28,10.66.249,34,48,10.59.253.157,REP,,,,H
1,28,10.66.249,50,49,10.59.253.30,REP,,,,H
1,28,10.66.249,58,50,10.99.216.254,REP,,,,H
1,28,10.66.249,59,53,10.59.216.254,REP,,,,H
1,28,10.66.249,5,67,10.59.81.227,REP,,,,H
1,28,10.66.249,16,71,10.99.216.132,REP,,,,H
1,28,10.66.249,2,130,10.59.253.128,REP,,,,H
1,29,10.66.185,649,5,10.59.81.213,REP,,,,H
1,29,10.66.185,130,27,10.59.253.48,REP,,,,H
1,29,10.66.185,8,47,10.59.223.186,REP,,,,H
1,29,10.66.185,50,48,10.59.253.157,REP,,,,H
1,29,10.66.185,57,49,10.59.253.30,REP,,,,H
1,29,10.66.185,91,50,10.99.216.254,REP,,,,H
1,29,10.66.185,65,53,10.59.216.254,REP,,,,H
1,29,10.66.185,22,67,10.59.81.227,REP,,,,H
1,29,10.66.185,34,71,10.99.216.132,REP,,,,H
1,29,10.66.185,3,132,10.59.81.129,REP,,,,H
1,30,10.66.18,987,5,10.59.81.213,REP,,,,H
1,30,10.66.18,17,25,10.59.253.170,REP,,,,H
1,30,10.66.18,190,27,10.59.253.48,REP,,,,H
1,30,10.66.18,38,28,10.59.88.121,REP,,,,H
1,30,10.66.18,63,48,10.59.253.157,REP,,,,H
1,30,10.66.18,95,49,10.59.253.30,REP,,,,H
1,30,10.66.18,159,50,10.99.216.254,REP,,,,H
1,30,10.66.18,81,53,10.59.216.254,REP,,,,H
1,30,10.66.18,12,67,10.59.81.227,REP,,,,H
1,30,10.66.18,53,71,10.99.216.132,REP,,,,H
1,30,10.66.18,1,117,10.59.253.102,REP,,,,H
1,30,10.66.18,2,126,10.59.253.115,REP,,,,H
1,30,10.66.18,3,130,10.59.253.128,REP,,,,H
1,31,10.66.38,150,5,10.59.81.213,REP,,,,H
1,31,10.66.38,63,25,10.59.253.170,REP,,,,H
1,31,10.66.38,35,27,10.59.253.48,REP,,,,H
1,31,10.66.38,9,48,10.59.253.157,REP,,,,H
1,31,10.66.38,14,49,10.59.253.30,REP,,,,H
1,31,10.66.38,17,50,10.99.216.254,REP,,,,H
1,31,10.66.38,7,53,10.59.216.254,REP,,,,H
1,31,10.66.38,13,71,10.99.216.132,REP,,,,H
1,31,10.66.38,10,73,10.41.18.35,REP,,,,H
1,35,10.66.95,614,5,10.59.81.213,REP,,,,H
1,35,10.66.95,197,25,10.59.253.170,REP,,,,H
1,35,10.66.95,80,27,10.59.253.48,REP,,,,H
1,35,10.66.95,11,28,10.59.88.121,REP,,,,H
1,35,10.66.95,901,48,10.59.253.157,REP,,,,H
1,35,10.66.95,85,49,10.59.253.30,REP,,,,H
1,35,10.66.95,147,50,10.99.216.254,REP,,,,H
1,35,10.66.95,4,52,10.16.249.11,REP,,,,H
1,35,10.66.95,45,53,10.59.216.254,REP,,,,H
1,35,10.66.95,4,54,10.16.249.62,REP,,,,H
1,35,10.66.95,126,67,10.59.81.227,REP,,,,H
1,35,10.66.95,70,71,10.99.216.132,REP,,,,H
1,35,10.66.95,23,91,10.59.81.153,REP,,,,H
1,35,10.66.95,1,126,10.59.253.115,REP,,,,H
1,35,10.66.95,1,130,10.59.253.128,REP,,,,H
1,35,10.66.95,1,132,10.59.81.129,REP,,,,H
1,36,10.66.34,576,3,10.59.223.66,REP,,,,H
1,36,10.66.34,444,5,10.59.81.213,REP,,,,H
1,36,10.66.34,5,20,10.41.27.230,REP,,,,H
1,36,10.66.34,162,25,10.59.253.170,REP,,,,H
1,36,10.66.34,89,27,10.59.253.48,REP,,,,H
1,36,10.66.34,134,47,10.59.223.186,REP,,,,H
1,36,10.66.34,59,48,10.59.253.157,REP,,,,H
1,36,10.66.34,60,49,10.59.253.30,REP,,,,H
