server_id,symbol,date,price,count
3,10.59.223.66,14:00,30400280,1698
3,10.59.223.66,15:00,27390271,1454
3,10.59.223.66,16:00,45085066,3538
3,10.59.223.66,17:00,45875375,2625
3,10.59.223.66,18:00,50560962,2072
3,10.59.223.66,19:00,7906097,1152
3,10.59.223.66,20:00,10285693,1780
3,10.59.223.66,21:00,8754541,1221
3,10.59.223.66,22:00,102405398,1118
3,10.59.223.66,23:00,16709292,905
4,10.24.47.157,00:00,424455,1533
4,10.24.47.157,01:00,399569,1423
4,10.24.47.157,02:00,373804,1325
4,10.24.47.157,03:00,315453,1096
4,10.24.47.157,04:00,307082,1045
4,10.24.47.157,05:00,338038,1167
4,10.24.47.157,06:00,385929,1377
4,10.24.47.157,07:00,394225,1423
4,10.24.47.157,08:00,426926,1530
4,10.24.47.157,09:00,434581,1573
4,10.24.47.157,10:00,426823,1529
4,10.24.47.157,11:00,417837,1515
4,10.24.47.157,12:00,434956,1556
4,10.24.47.157,13:00,400789,1457
4,10.24.47.157,14:00,404024,1478
4,10.24.47.157,15:00,439328,1513
4,10.24.47.157,16:00,407407,1451
4,10.24.47.157,17:00,455974,1612
4,10.24.47.157,18:00,423836,1546
4,10.24.47.157,19:00,423402,1553
4,10.24.47.157,20:00,420716,1509
4,10.24.47.157,21:00,430274,1576
4,10.24.47.157,22:00,419985,1476
4,10.24.47.157,23:00,432795,1574
5,10.59.81.213,00:00,388527,302
5,10.59.81.213,01:00,265346,355
5,10.59.81.213,02:00,391682,710
5,10.59.81.213,03:00,456603,276
5,10.59.81.213,04:00,546823,266
5,10.59.81.213,05:00,356207,248
5,10.59.81.213,06:00,262143,243
5,10.59.81.213,07:00,322349,319
5,10.59.81.213,08:00,2470556,654
5,10.59.81.213,09:00,9878956,2446
5,10.59.81.213,10:00,6895863,3872
5,10.59.81.213,11:00,10002935,3948
5,10.59.81.213,12:00,8053462,2410
5,10.59.81.213,13:00,4314765,2160
5,10.59.81.213,14:00,25012441,2380
5,10.59.81.213,15:00,26265810,2593
5,10.59.81.213,16:00,22828095,2408
5,10.59.81.213,17:00,32129360,2269
5,10.59.81.213,18:00,5753081,2118
5,10.59.81.213,19:00,8372429,1304
5,10.59.81.213,20:00,9712300,1069
5,10.59.81.213,21:00,786254,713
5,10.59.81.213,22:00,518799,511
5,10.59.81.213,23:00,330567,394
6,10.59.22.82,00:00,408205,1036
6,10.59.22.82,01:00,433983,1102
6,10.59.22.82,02:00,453778,1157
6,10.59.22.82,03:00,406567,1033
6,10.59.22.82,04:00,355380,904
6,10.59.22.82,05:00,376757,959
6,10.59.22.82,06:00,348931,891
6,10.59.22.82,07:00,380620,970
6,10.59.22.82,08:00,366068,930
6,10.59.22.82,09:00,361072,921
6,10.59.22.82,10:00,357971,918
6,10.59.22.82,11:00,442438,1132
6,10.59.22.82,12:00,468149,1197
6,10.59.22.82,13:00,438021,1124
6,10.59.22.82,14:00,414926,1060
6,10.59.22.82,15:00,395228,1010
6,10.59.22.82,16:00,393781,1006
6,10.59.22.82,17:00,383993,979
6,10.59.22.82,18:00,374429,954
6,10.59.22.82,19:00,395123,1006
6,10.59.22.82,20:00,396418,1007
6,10.59.22.82,21:00,396793,1007
6,10.59.22.82,22:00,385890,979
6,10.59.22.82,23:00,425542,1079
7,10.59.174.187,00:00,192656,896
7,10.59.174.187,01:00,184166,859
7,10.59.174.187,02:00,205470,955
7,10.59.174.187,03:00,190893,887
7,10.59.174.187,04:00,197260,918
7,10.59.174.187,05:00,196490,915
7,10.59.174.187,06:00,200048,935
7,10.59.174.187,07:00,201739,938
7,10.59.174.187,08:00,199231,929
7,10.59.174.187,09:00,188945,886
7,10.59.174.187,10:00,171288,821
7,10.59.174.187,11:00,174684,831
7,10.59.174.187,12:00,179688,853
7,10.59.174.187,13:00,185749,884
7,10.59.174.187,14:00,175704,824
7,10.59.174.187,15:00,178159,841
7,10.59.174.187,16:00,181601,853
7,10.59.174.187,17:00,190741,899
7,10.59.174.187,18:00,205439,882
7,10.59.174.187,19:00,190193,875
7,10.59.174.187,20:00,191015,904
7,10.59.174.187,21:00,199065,931
7,10.59.174.187,22:00,195819,911
7,10.59.174.187,23:00,192476,896
8,10.26.52.84,00:00,185277,870
8,10.26.52.84,01:00,170371,801
8,10.26.52.84,02:00,175702,821
8,10.26.52.84,03:00,169836,797
8,10.26.52.84,04:00,176886,832
8,10.26.52.84,05:00,174407,819
8,10.26.52.84,06:00,192532,900
8,10.26.52.84,07:00,182761,858
8,10.26.52.84,08:00,192914,904
8,10.26.52.84,09:00,179299,845
8,10.26.52.84,10:00,179844,853
8,10.26.52.84,11:00,177864,845
8,10.26.52.84,12:00,170866,811
8,10.26.52.84,13:00,181839,863
8,10.26.52.84,14:00,188548,893
8,10.26.52.84,15:00,177496,840
8,10.26.52.84,16:00,174062,825
8,10.26.52.84,17:00,183176,858
8,10.26.52.84,18:00,170488,803
8,10.26.52.84,19:00,178251,837
8,10.26.52.84,20:00,185911,879
8,10.26.52.84,21:00,187290,884
8,10.26.52.84,22:00,181610,857
8,10.26.52.84,23:00,185678,871
9,10.59.223.31,00:00,207519,663
9,10.59.223.31,01:00,243514,779
9,10.59.223.31,02:00,236002,761
9,10.59.223.31,03:00,223482,718
9,10.59.223.31,04:00,240697,770
9,10.59.223.31,05:00,225673,721
9,10.59.223.31,06:00,233185,749
9,10.59.223.31,07:00,234750,750
9,10.59.223.31,08:00,242575,775
9,10.59.223.31,09:00,237254,760
9,10.59.223.31,10:00,224421,725
9,10.59.223.31,11:00,224734,721
9,10.59.223.31,12:00,234124,750
9,10.59.223.31,13:00,229742,736
9,10.59.223.31,14:00,231307,743
9,10.59.223.31,15:00,223795,716
9,10.59.223.31,16:00,231620,744
9,10.59.223.31,17:00,247270,790
9,10.59.223.31,18:00,254933,796
9,10.59.223.31,19:00,222230,718
9,10.59.223.31,20:00,220352,706
9,10.59.223.31,21:00,251026,802
9,10.59.223.31,22:00,235376,752
9,10.59.223.31,23:00,224734,720
10,10.59.253.58,00:00,3904575,698
10,10.59.253.58,01:00,3901155,604
10,10.59.253.58,02:00,4003523,631
10,10.59.253.58,03:00,4125111,641
10,10.59.253.58,04:00,4114235,638
10,10.59.253.58,05:00,3880676,601
10,10.59.253.58,06:00,4045850,630
10,10.59.253.58,07:00,3811838,592
10,10.59.253.58,08:00,4252732,656
10,10.59.253.58,09:00,4200383,653
10,10.59.253.58,10:00,4061062,667
10,10.59.253.58,11:00,4041495,635
10,10.59.253.58,12:00,4171366,647
10,10.59.253.58,13:00,3795686,591
10,10.59.253.58,14:00,3818088,598
10,10.59.253.58,15:00,3751399,589
10,10.59.253.58,16:00,3989726,619
10,10.59.253.58,17:00,4263401,669
10,10.59.253.58,18:00,3991266,624
10,10.59.253.58,19:00,4308575,679
10,10.59.253.58,20:00,3963605,614
10,10.59.253.58,21:00,3769059,583
10,10.59.253.58,22:00,4020544,625
10,10.59.253.58,23:00,4088978,654
11,10.26.52.237,00:00,118906,568
11,10.26.52.237,01:00,131081,621
11,10.26.52.237,02:00,120290,571
11,10.26.52.237,03:00,114634,543
11,10.26.52.237,04:00,123552,583
11,10.26.52.237,05:00,125397,594
11,10.26.52.237,06:00,119484,568
11,10.26.52.237,07:00,118911,562
11,10.26.52.237,08:00,105259,502
11,10.26.52.237,09:00,117928,564
11,10.26.52.237,10:00,110375,531
11,10.26.52.237,11:00,117005,566
11,10.26.52.237,12:00,119167,571
11,10.26.52.237,13:00,114983,553
11,10.26.52.237,14:00,121087,580
11,10.26.52.237,15:00,119121,572
11,10.26.52.237,16:00,113921,548
11,10.26.52.237,17:00,111004,528
11,10.26.52.237,18:00,123184,587
11,10.26.52.237,19:00,111736,533
11,10.26.52.237,20:00,125402,595
11,10.26.52.237,21:00,123463,589
11,10.26.52.237,22:00,114871,546
11,10.26.52.237,23:00,120481,576
12,10.26.52.55,00:00,121688,576
12,10.26.52.55,01:00,116088,552
12,10.26.52.55,02:00,117159,560
12,10.26.52.55,03:00,110021,523
12,10.26.52.55,04:00,108684,514
12,10.26.52.55,05:00,123049,583
12,10.26.52.55,06:00,115985,550
12,10.26.52.55,07:00,121506,576
12,10.26.52.55,08:00,123678,587
12,10.26.52.55,09:00,116763,558
12,10.26.52.55,10:00,115626,556
12,10.26.52.55,11:00,109085,525
12,10.26.52.55,12:00,117164,562
12,10.26.52.55,13:00,120430,578
12,10.26.52.55,14:00,107957,515
12,10.26.52.55,15:00,113730,551
12,10.26.52.55,16:00,113851,549
12,10.26.52.55,17:00,118534,568
12,10.26.52.55,18:00,122023,587
12,10.26.52.55,19:00,115836,552
12,10.26.52.55,20:00,125229,599
12,10.26.52.55,21:00,112831,534
12,10.26.52.55,22:00,121553,579
12,10.26.52.55,23:00,116381,554
13,10.26.52.183,00:00,127125,608
13,10.26.52.183,01:00,113856,545
13,10.26.52.183,02:00,111810,533
13,10.26.52.183,03:00,115873,561
13,10.26.52.183,04:00,118380,569
13,10.26.52.183,05:00,119181,577
13,10.26.52.183,06:00,120304,576
13,10.26.52.183,07:00,112733,538
13,10.26.52.183,08:00,115249,551
13,10.26.52.183,09:00,110091,531
13,10.26.52.183,10:00,105842,525
13,10.26.52.183,11:00,102995,503
13,10.26.52.183,12:00,117886,571
13,10.26.52.183,13:00,106373,527
13,10.26.52.183,14:00,107887,531
13,10.26.52.183,15:00,113012,554
13,10.26.52.183,16:00,112071,555
13,10.26.52.183,17:00,109089,533
13,10.26.52.183,18:00,109070,536
13,10.26.52.183,19:00,121138,585
13,10.26.52.183,20:00,111358,535
13,10.26.52.183,21:00,112239,543
13,10.26.52.183,22:00,110692,530
13,10.26.52.183,23:00,112444,543
14,10.26.52.162,00:00,135810,548
14,10.26.52.162,01:00,137899,557
14,10.26.52.162,02:00,142700,584
14,10.26.52.162,03:00,142160,578
14,10.26.52.162,04:00,143753,585
14,10.26.52.162,05:00,133643,542
14,10.26.52.162,06:00,138152,562
14,10.26.52.162,07:00,139514,568
14,10.26.52.162,08:00,142447,579
14,10.26.52.162,09:00,129939,532
14,10.26.52.162,10:00,130188,545
14,10.26.52.162,11:00,124630,531
14,10.26.52.162,12:00,123803,519
14,10.26.52.162,13:00,131836,549
14,10.26.52.162,14:00,120566,515
14,10.26.52.162,15:00,116057,496
14,10.26.52.162,16:00,119744,512
14,10.26.52.162,17:00,128487,529
14,10.26.52.162,18:00,126111,529
14,10.26.52.162,19:00,125238,520
14,10.26.52.162,20:00,136750,557
14,10.26.52.162,21:00,140061,560
14,10.26.52.162,22:00,136615,562
14,10.26.52.162,23:00,134465,541
15,10.59.174.170,00:00,126460,553
15,10.59.174.170,01:00,129870,574
15,10.59.174.170,02:00,123944,550
15,10.59.174.170,03:00,123281,550
15,10.59.174.170,04:00,109881,545
15,10.59.174.170,05:00,102212,505
15,10.59.174.170,06:00,117488,573
15,10.59.174.170,07:00,111830,552
15,10.59.174.170,08:00,116756,574
15,10.59.174.170,09:00,105556,529
15,10.59.174.170,10:00,113211,486
15,10.59.174.170,11:00,120813,524
15,10.59.174.170,12:00,126195,550
15,10.59.174.170,13:00,115405,553
15,10.59.174.170,14:00,108044,561
15,10.59.174.170,15:00,104529,517
15,10.59.174.170,16:00,113055,496
15,10.59.174.170,17:00,109662,472
15,10.59.174.170,18:00,127829,550
15,10.59.174.170,19:00,129684,561
15,10.59.174.170,20:00,119721,520
15,10.59.174.170,21:00,124551,538
15,10.59.174.170,22:00,127701,554
15,10.59.174.170,23:00,111075,479
16,10.59.174.62,00:00,1492,3
16,10.59.174.62,01:00,1472,2
16,10.59.174.62,02:00,0,0
16,10.59.174.62,03:00,0,0
16,10.59.174.62,04:00,0,0
16,10.59.174.62,05:00,0,0
16,10.59.174.62,06:00,115347,143
16,10.59.174.62,07:00,38445,20
16,10.59.174.62,08:00,7882,17
16,10.59.174.62,09:00,22799,11
16,10.59.174.62,10:00,972318,3979
16,10.59.174.62,11:00,230363,203
16,10.59.174.62,12:00,220073,279
16,10.59.174.62,13:00,788111,769
16,10.59.174.62,14:00,4246630,4249
16,10.59.174.62,15:00,1824070,1698
16,10.59.174.62,16:00,41241,63
16,10.59.174.62,17:00,785532,455
16,10.59.174.62,18:00,127071,214
16,10.59.174.62,19:00,82930,62
16,10.59.174.62,20:00,28704,1
16,10.59.174.62,21:00,5216,11
16,10.59.174.62,22:00,0,0
16,10.59.174.62,23:00,0,0
17,10.14.252.143,00:00,3080347,443
17,10.14.252.143,01:00,3984865,418
17,10.14.252.143,02:00,3367738,476
17,10.14.252.143,03:00,3300692,458
17,10.14.252.143,04:00,3619015,519
17,10.14.252.143,05:00,3177952,448
17,10.14.252.143,06:00,3490594,478
17,10.14.252.143,07:00,3354107,470
17,10.14.252.143,08:00,3031878,437
17,10.14.252.143,09:00,3121620,453
17,10.14.252.143,10:00,3121177,457
17,10.14.252.143,11:00,3139443,454
17,10.14.252.143,12:00,3357464,483
17,10.14.252.143,13:00,3275000,447
17,10.14.252.143,14:00,3246877,461
17,10.14.252.143,15:00,3268119,469
17,10.14.252.143,16:00,3468053,476
17,10.14.252.143,17:00,3088831,451
17,10.14.252.143,18:00,3418640,475
17,10.14.252.143,19:00,3119111,454
17,10.14.252.143,20:00,4139618,476
17,10.14.252.143,21:00,3410938,475
17,10.14.252.143,22:00,3714252,469
17,10.14.252.143,23:00,3234845,465
18,10.59.137.255,00:00,276878,178
18,10.59.137.255,01:00,2186351,196
18,10.59.137.255,02:00,2094862,166
18,10.59.137.255,03:00,2189608,169
18,10.59.137.255,04:00,2209381,133
18,10.59.137.255,05:00,1553308,167
18,10.59.137.255,06:00,3555820,146
18,10.59.137.255,07:00,2975391,147
18,10.59.137.255,08:00,1364139,153
18,10.59.137.255,09:00,1885633,168
18,10.59.137.255,10:00,863808,156
18,10.59.137.255,11:00,1360236,158
18,10.59.137.255,12:00,1812190,85
18,10.59.137.255,13:00,2439929,2188
18,10.59.137.255,14:00,1785509,3314
18,10.59.137.255,15:00,1093991,1284
18,10.59.137.255,16:00,1834766,468
18,10.59.137.255,17:00,2092403,297
18,10.59.137.255,18:00,2108874,246
18,10.59.137.255,19:00,1972355,309
18,10.59.137.255,20:00,2745956,215
18,10.59.137.255,21:00,1951167,258
18,10.59.137.255,22:00,2151719,218
18,10.59.137.255,23:00,2670565,191
19,10.59.207.218,00:00,51188417,399
19,10.59.207.218,01:00,156563062,370
19,10.59.207.218,02:00,30475236,432
19,10.59.207.218,03:00,81305351,318
19,10.59.207.218,04:00,73901468,349
19,10.59.207.218,05:00,35543209,484
19,10.59.207.218,06:00,56345615,354
19,10.59.207.218,07:00,69741348,368
19,10.59.207.218,08:00,17699701,548
19,10.59.207.218,09:00,15988325,412
19,10.59.207.218,10:00,7662760,407
19,10.59.207.218,11:00,15515371,398
19,10.59.207.218,12:00,11092837,405
19,10.59.207.218,13:00,11882324,539
19,10.59.207.218,14:00,35482857,378
19,10.59.207.218,15:00,68070056,381
19,10.59.207.218,16:00,10058224,412
19,10.59.207.218,17:00,20376464,380
19,10.59.207.218,18:00,23786728,340
19,10.59.207.218,19:00,34903563,365
19,10.59.207.218,20:00,20283571,376
19,10.59.207.218,21:00,13016737,347
19,10.59.207.218,22:00,60712555,315
19,10.59.207.218,23:00,36228874,406
20,10.41.27.230,00:00,102610,364
20,10.41.27.230,01:00,99181,348
20,10.41.27.230,02:00,106613,370
20,10.41.27.230,03:00,116639,401
20,10.41.27.230,04:00,110941,385
20,10.41.27.230,05:00,102693,363
20,10.41.27.230,06:00,95247,344
20,10.41.27.230,07:00,106310,374
20,10.41.27.230,08:00,104194,354
20,10.41.27.230,09:00,109572,381
20,10.41.27.230,10:00,78036,278
20,10.41.27.230,11:00,93580,340
20,10.41.27.230,12:00,103358,356
20,10.41.27.230,13:00,93767,337
20,10.41.27.230,14:00,104321,363
20,10.41.27.230,15:00,115244,407
20,10.41.27.230,16:00,134875,483
20,10.41.27.230,17:00,141509,493
20,10.41.27.230,18:00,131680,465
20,10.41.27.230,19:00,100063,350
20,10.41.27.230,20:00,98108,343
20,10.41.27.230,21:00,99837,349
20,10.41.27.230,22:00,106707,369
20,10.41.27.230,23:00,98625,344
21,10.59.223.172,00:00,52630,73
21,10.59.223.172,01:00,11121,23
21,10.59.223.172,02:00,8432,17
21,10.59.223.172,03:00,676,2
21,10.59.223.172,04:00,1502,4
21,10.59.223.172,05:00,5129709,834
21,10.59.223.172,06:00,1380839,251
21,10.59.223.172,07:00,55689,92
21,10.59.223.172,08:00,90495,125
21,10.59.223.172,09:00,54605,89
21,10.59.223.172,10:00,1674169,465
21,10.59.223.172,11:00,2972081,604
21,10.59.223.172,12:00,6832568,556
21,10.59.223.172,13:00,742865,470
21,10.59.223.172,14:00,669302,165
21,10.59.223.172,15:00,1053916,295
21,10.59.223.172,16:00,1830754,628
21,10.59.223.172,17:00,2575929,616
21,10.59.223.172,18:00,384727,88
21,10.59.223.172,19:00,3470050,424
21,10.59.223.172,20:00,2402023,468
21,10.59.223.172,21:00,1602387,232
21,10.59.223.172,22:00,72637,97
21,10.59.223.172,23:00,129686,95
22,10.59.174.143,00:00,62540,296
22,10.59.174.143,01:00,61268,292
22,10.59.174.143,02:00,55968,269
22,10.59.174.143,03:00,58936,279
22,10.59.174.143,04:00,58512,280
22,10.59.174.143,05:00,55756,266
22,10.59.174.143,06:00,59784,284
22,10.59.174.143,07:00,65296,311
22,10.59.174.143,08:00,60208,284
22,10.59.174.143,09:00,56180,270
22,10.59.174.143,10:00,48336,234
22,10.59.174.143,11:00,47912,229
22,10.59.174.143,12:00,51304,245
22,10.59.174.143,13:00,59148,282
22,10.59.174.143,14:00,106637,245
22,10.59.174.143,15:00,56816,271
22,10.59.174.143,16:00,54060,258
22,10.59.174.143,17:00,55544,267
22,10.59.174.143,18:00,66356,315
22,10.59.174.143,19:00,64448,306
22,10.59.174.143,20:00,58088,277
22,10.59.174.143,21:00,53212,253
22,10.59.174.143,22:00,59996,285
22,10.59.174.143,23:00,62328,300
23,10.50.185.170,00:00,332438,1355
23,10.50.185.170,01:00,12224,20
23,10.50.185.170,02:00,33437,32
23,10.50.185.170,03:00,27606,26
23,10.50.185.170,04:00,45561,35
23,10.50.185.170,05:00,80580,131
23,10.50.185.170,06:00,334610,1174
23,10.50.185.170,07:00,28967,22
23,10.50.185.170,08:00,29402,21
23,10.50.185.170,09:00,301576,43
23,10.50.185.170,10:00,568143,57
23,10.50.185.170,11:00,96763,140
23,10.50.185.170,12:00,835311,1400
23,10.50.185.170,13:00,90492,49
23,10.50.185.170,14:00,49676,37
23,10.50.185.170,15:00,79795,54
23,10.50.185.170,16:00,66810,46
23,10.50.185.170,17:00,103638,161
23,10.50.185.170,18:00,636412,1419
23,10.50.185.170,19:00,77284,44
23,10.50.185.170,20:00,74788,48
23,10.50.185.170,21:00,77156,42
23,10.50.185.170,22:00,87949,51
23,10.50.185.170,23:00,74973,151
24,10.26.52.120,00:00,53300,265
24,10.26.52.120,01:00,56170,283
24,10.26.52.120,02:00,52070,264
24,10.26.52.120,03:00,63960,315
24,10.26.52.120,04:00,57605,283
24,10.26.52.120,05:00,54325,266
24,10.26.52.120,06:00,49405,243
24,10.26.52.120,07:00,58220,288
24,10.26.52.120,08:00,53505,265
24,10.26.52.120,09:00,53095,268
24,10.26.52.120,10:00,59655,301
24,10.26.52.120,11:00,50225,255
24,10.26.52.120,12:00,54120,273
24,10.26.52.120,13:00,48790,246
24,10.26.52.120,14:00,53915,279
24,10.26.52.120,15:00,52685,262
24,10.26.52.120,16:00,47150,242
24,10.26.52.120,17:00,54735,279
24,10.26.52.120,18:00,48995,247
24,10.26.52.120,19:00,59040,293
24,10.26.52.120,20:00,52070,257
24,10.26.52.120,21:00,61500,303
24,10.26.52.120,22:00,59040,294
24,10.26.52.120,23:00,55555,273
25,10.59.253.170,00:00,70834477,134
25,10.59.253.170,01:00,741337,56
25,10.59.253.170,02:00,132705994,110
25,10.59.253.170,03:00,628156,33
25,10.59.253.170,04:00,673466,48
25,10.59.253.170,05:00,352801,28
25,10.59.253.170,06:00,252407,32
25,10.59.253.170,07:00,2358559,59
25,10.59.253.170,08:00,2431765,135
25,10.59.253.170,09:00,308874493,264
25,10.59.253.170,10:00,15121194,613
25,10.59.253.170,11:00,10468547,554
25,10.59.253.170,12:00,34847302,382
25,10.59.253.170,13:00,10534054,416
25,10.59.253.170,14:00,10135227,517
25,10.59.253.170,15:00,7226052,367
25,10.59.253.170,16:00,37862562,534
25,10.59.253.170,17:00,8802199,546
25,10.59.253.170,18:00,11486819,440
25,10.59.253.170,19:00,8503834,347
25,10.59.253.170,20:00,4527887,264
25,10.59.253.170,21:00,46260546,210
25,10.59.253.170,22:00,43869954,182
25,10.59.253.170,23:00,10505330,199
26,10.34.143.103,00:00,195024,373
26,10.34.143.103,01:00,47700,240
26,10.34.143.103,02:00,51774,275
26,10.34.143.103,03:00,50118,263
26,10.34.143.103,04:00,225616,418
26,10.34.143.103,05:00,56106,297
26,10.34.143.103,06:00,56752,296
26,10.34.143.103,07:00,53898,279
26,10.34.143.103,08:00,132192,292
26,10.34.143.103,09:00,44220,212
26,10.34.143.103,10:00,142471,281
26,10.34.143.103,11:00,151660,314
26,10.34.143.103,12:00,140148,314
26,10.34.143.103,13:00,51313,251
26,10.34.143.103,14:00,99322,262
26,10.34.143.103,15:00,52224,198
26,10.34.143.103,16:00,47004,206
26,10.34.143.103,17:00,72790,234
26,10.34.143.103,18:00,39706,204
26,10.34.143.103,19:00,41060,180
26,10.34.143.103,20:00,248582,414
26,10.34.143.103,21:00,29866,153
26,10.34.143.103,22:00,49274,183
26,10.34.143.103,23:00,147234,309
27,10.59.253.48,00:00,16615,77
27,10.59.253.48,01:00,17572,81
27,10.59.253.48,02:00,14335,71
27,10.59.253.48,03:00,15440,71
27,10.59.253.48,04:00,11693,56
27,10.59.253.48,05:00,14965,69
27,10.59.253.48,06:00,15778,73
27,10.59.253.48,07:00,11224,57
27,10.59.253.48,08:00,22127,106
27,10.59.253.48,09:00,61683,280
27,10.59.253.48,10:00,102677,477
27,10.59.253.48,11:00,104444,480
27,10.59.253.48,12:00,103863,486
27,10.59.253.48,13:00,106623,491
27,10.59.253.48,14:00,116397,527
27,10.59.253.48,15:00,114453,512
27,10.59.253.48,16:00,115088,529
27,10.59.253.48,17:00,105260,479
27,10.59.253.48,18:00,89851,401
27,10.59.253.48,19:00,66822,292
27,10.59.253.48,20:00,47622,208
27,10.59.253.48,21:00,26076,126
27,10.59.253.48,22:00,23135,109
27,10.59.253.48,23:00,16266,78
28,10.59.88.121,00:00,268766,22
28,10.59.88.121,01:00,229787,19
28,10.59.88.121,02:00,195261,17
28,10.59.88.121,03:00,299022,24
28,10.59.88.121,04:00,359534,28
28,10.59.88.121,05:00,216611,17
28,10.59.88.121,06:00,320555,25
28,10.59.88.121,07:00,294752,24
28,10.59.88.121,08:00,270337,21
28,10.59.88.121,09:00,450782,30
28,10.59.88.121,10:00,572221,34
28,10.59.88.121,11:00,521583,547
28,10.59.88.121,12:00,396168,713
28,10.59.88.121,13:00,241799,251
28,10.59.88.121,14:00,1927409,844
28,10.59.88.121,15:00,637968,1692
28,10.59.88.121,16:00,16555395,41
28,10.59.88.121,17:00,472976,1432
28,10.59.88.121,18:00,570712,169
28,10.59.88.121,19:00,346338,27
28,10.59.88.121,20:00,385735,28
28,10.59.88.121,21:00,456560,27
28,10.59.88.121,22:00,330350,29
28,10.59.88.121,23:00,257808,22
29,10.41.242.201,00:00,0,0
29,10.41.242.201,01:00,0,0
29,10.41.242.201,02:00,0,0
29,10.41.242.201,03:00,0,0
29,10.41.242.201,04:00,0,0
29,10.41.242.201,05:00,0,0
29,10.41.242.201,06:00,0,0
29,10.41.242.201,07:00,0,0
29,10.41.242.201,08:00,0,0
29,10.41.242.201,09:00,0,0
29,10.41.242.201,10:00,52266,1712
29,10.41.242.201,11:00,26546,841
29,10.41.242.201,12:00,6117,203
29,10.41.242.201,13:00,4977,20
29,10.41.242.201,14:00,2364,15
29,10.41.242.201,15:00,26168,562
29,10.41.242.201,16:00,17063,435
29,10.41.242.201,17:00,20439,572
29,10.41.242.201,18:00,25366,835
29,10.41.242.201,19:00,5500,13
29,10.41.242.201,20:00,0,0
